Date,CO2(ppm),C6H6(ppm),Alcohol(ppm),NH3(ppm),Temperature(C),Relative_Humidity(%),AQI_NH3
20-04-2000,27.54636366,4.676065523,19.76121324,27.65088457,27.83174397,83.33135624,6.17
21-04-2000,26.72972212,9.122856495,18.62976893,20.40101913,28.22498504,79.53003398,5.37
22-04-2000,30.80241149,9.360082539,19.54235326,31.87370436,29.62332061,92.91612461,7.74
23-04-2000,31.23996459,10.89592722,21.26430166,33.95568716,28.83393911,90.39894021,8.34
24-04-2000,27.85380649,7.440660466,14.90611567,31.79209424,27.09348972,100,7.76
25-04-2000,33.3677759,9.018710923,17.55582429,39.81602095,31.50510193,85.37632236,9.49
26-04-2000,32.62172946,12.94234522,19.22173341,48.32091323,28.36814185,82.7434654,12.26
27-04-2000,36.32471442,10.26345606,18.50630207,42.38222481,31.00556066,97.79221608,10.2
28-04-2000,25.3487802,8.89656684,17.65418443,18.84331365,30.18430739,82.22373087,4.27
29-04-2000,32.73652497,8.045687714,19.93691138,33.99663514,29.06112262,93.39687115,8.63
30-04-2000,29.13739976,10.13800298,14.56481259,43.57950518,29.19316156,100,10.33
01-05-2000,23.49619451,14.68352903,12.82624489,24.95617999,33.21138132,81.51465281,6.29
02-05-2000,31.53416422,11.37398192,17.14049028,42.66256861,27.07782438,100,10.08
03-05-2000,31.03366742,7.470811043,18.78732508,31.08015439,23.33855919,87.9059279,7.63
04-05-2000,31.39968001,9.995701928,20.17206683,39.30346545,30.92339169,88.75736274,9.68
05-05-2000,26.14955646,9.32666176,13.91273255,37.1175562,26.40516471,94.77021819,9.93
06-05-2000,31.14564751,9.048153056,19.0508545,30.73673895,31.34554693,100,7.74
07-05-2000,35.59890341,9.377076934,27.4875098,38.67307074,30.7633738,89.2642277,9.98
08-05-2000,29.20585006,10.19927804,16.69729335,32.46814457,28.80212643,84.4996303,8.8
09-05-2000,26.81316471,7.162186124,16.57182662,46.60294253,29.05228137,90.81324775,11.38
10-05-2000,22.57170927,10.77615994,22.12695247,31.5167688,29.82279939,92.54963357,7.69
11-05-2000,30.00505911,7.914088766,22.33220205,28.86983754,30.71269478,85.17040851,7.41
12-05-2000,29.45572557,9.680490462,18.68559885,41.7913319,32.28510155,79.56074607,10.27
13-05-2000,30.44623358,10.82172119,19.79940271,40.28422575,29.32962156,86.01652513,10.09
14-05-2000,31.77754886,11.98502572,13.35462336,28.80060515,26.08511521,90.06519491,7.73
15-05-2000,35.45812215,8.633479709,20.7170528,35.60254127,32.77430727,73.82174057,8.34
16-05-2000,24.66351713,5.340166236,23.17820327,40.17734006,26.17177449,94.26544664,10.11
17-05-2000,27.17598891,3.997342484,16.74637944,21.79105592,27.17417515,89.47865252,5.1
18-05-2000,26.0861446,11.90331293,19.38186815,39.28769966,28.03948745,88.92363405,9.42
19-05-2000,23.78209181,9.309899778,21.95596399,34.00818646,24.44404186,81.69361018,8.46
20-05-2000,18.28371751,10.42632552,21.34944295,31.9360269,26.88002749,100,7.21
21-05-2000,36.7893318,8.217116492,18.28272747,35.33414207,27.06031595,99.23060816,8.43
22-05-2000,29.32357387,10.39169483,16.56461202,36.03909034,33.00736662,100,9.86
23-05-2000,34.33833623,11.92576479,19.92557234,29.04983411,31.99892051,90.86570977,7.24
24-05-2000,26.55598539,8.245378799,17.04742777,37.93582773,33.09257508,99.85103083,9.05
25-05-2000,31.13833524,13.64106067,20.02957022,25.86931338,26.67190222,93.04145571,6.55
26-05-2000,37.67621604,9.161714936,18.67603861,33.64575599,21.93165334,90.67645127,8.39
27-05-2000,29.34528908,9.289168378,19.00218023,30.7214936,31.07884618,86.6281656,7.88
28-05-2000,32.14556479,9.879452662,15.45964626,34.15815448,30.35465214,90.94926046,8.39
29-05-2000,34.87616946,9.687295578,19.94656474,37.56629985,30.28425053,100,9.34
30-05-2000,21.58404648,9.678837229,22.13888275,31.11308824,29.37568239,80.97922931,7.7
31-05-2000,27.96257418,8.075572171,19.64674592,30.62468918,30.86937711,89.53069804,7.15
01-06-2000,35.49154879,4.297792085,15.098565,38.01174193,30.12772564,74.54799085,9.15
02-06-2000,26.6349957,10.43237938,17.23167954,38.4602832,20.62186346,87.05649418,9.88
03-06-2000,34.42567326,12.5134548,15.5973167,32.85269732,31.85436692,94.12958101,8.96
04-06-2000,33.65574825,11.47937207,17.72405529,26.54862614,29.03677398,87.80070772,6.25
05-06-2000,38.56668595,8.519136633,20.51844417,25.77706297,22.46948471,91.03477165,6.24
06-06-2000,25.42947315,8.447513169,15.30994929,40.30965015,27.95874738,94.78426275,10.77
07-06-2000,38.4632739,8.961576383,17.01298557,36.7180973,28.76754714,88.87087279,9.08
08-06-2000,21.50522292,9.020292492,12.82688413,28.63188448,31.7007207,85.00282878,7.98
09-06-2000,32.17022709,10.71865211,14.9806729,36.73358385,26.89328626,95.17453679,9.45
10-06-2000,33.40790527,6.622188394,19.44204276,32.61678698,32.09747647,84.64144112,8.52
11-06-2000,26.57754789,10.2218608,23.70213517,33.18719511,28.49365722,76.7230474,8.39
12-06-2000,27.43152828,10.72129079,18.13930915,38.07768211,27.8304149,94.7290273,9.67
13-06-2000,24.43849159,11.7216755,17.60398632,41.3220111,24.38496405,98.31005615,10.3
14-06-2000,26.75954699,11.01248584,14.47570009,36.18217886,29.71211184,88.95324951,9.36
15-06-2000,27.46163447,10.12599631,17.96400236,33.56437984,28.19435018,100,8.58
16-06-2000,26.86329517,9.674040464,21.84669636,30.46382716,31.46226279,100,7.75
17-06-2000,34.05254499,5.91504455,19.47784457,38.92004208,34.31535596,91.57465697,9.48
18-06-2000,20.77595863,7.319334651,24.86586332,32.89369544,26.96002402,89.82502233,8.03
19-06-2000,39.80201677,10.55399216,19.99873272,32.96252798,31.01014595,88.56124567,8.16
20-06-2000,34.79242386,14.77983472,17.94365635,38.78125687,25.35377361,82.8075346,9.29
21-06-2000,26.5260191,8.633792866,20.53154366,36.05179434,30.51927424,100,9.51
22-06-2000,33.69746364,10.72016008,15.6483222,32.94625008,27.66789916,83.18940023,8.97
23-06-2000,35.58315922,8.565966373,23.20237494,29.13926792,30.06263167,83.08842326,7.53
24-06-2000,30.68073949,9.963153113,16.95191823,33.52682872,25.5935442,90.62329747,8.52
25-06-2000,32.76333585,9.107143884,24.40611712,42.79311849,26.75147624,74.1999598,10.3
26-06-2000,27.14115503,9.967180249,21.99558376,25.45281777,26.17933282,73.31438089,6.72
27-06-2000,25.66280775,12.12499535,19.18219011,40.17650406,34.10165912,86.65964013,10.92
28-06-2000,37.70468256,9.703682411,12.24178234,29.26616277,30.1412997,89.06055554,7.84
29-06-2000,33.30900794,7.06402334,22.14210109,31.65487939,27.27607163,89.79937825,7.38
30-06-2000,33.89855676,12.23292042,17.15633214,35.89798214,27.03155878,92.94553218,8.55
01-07-2000,29.60322858,4.617985447,15.24577496,40.90719965,28.95542359,89.76489596,10.06
02-07-2000,18.60541532,11.18581907,22.93922997,35.13126913,28.48774401,100,8.53
03-07-2000,30.02615463,10.1716365,16.40786714,33.06223875,32.25421404,72.51348122,8.38
04-07-2000,28.37282162,11.91500374,21.34567191,22.83034634,28.55480934,74.67939709,5.87
05-07-2000,35.32915313,12.04709672,18.27043574,28.33111884,30.89451214,87.20706132,7.48
06-07-2000,25.12549069,10.17137985,18.81164557,35.89838938,29.49678197,100,8.8
07-07-2000,30.88628066,8.110915286,15.80654977,30.76102506,27.87507505,83.59915306,7.84
08-07-2000,33.20756516,8.698245091,18.70796356,24.60576376,30.78247639,98.85383706,6.58
09-07-2000,31.25671218,12.74820253,21.94915687,31.94062717,31.01325934,92.56939504,7.82
10-07-2000,30.42618403,8.275461045,19.90477157,36.54348028,34.88681023,74.49597061,9.53
11-07-2000,24.85505006,9.291235874,18.02786066,33.65884793,31.85801299,84.51501834,8.6
12-07-2000,25.51288418,5.706897184,23.18870768,26.90936076,30.32282473,88.96712561,6.23
13-07-2000,30.81201968,7.904601767,21.97297877,32.51185681,29.04682167,93.6585099,8.66
14-07-2000,39.43813237,11.16527034,11.80058328,28.27473842,31.46926033,78.91169984,7.65
15-07-2000,26.84592263,9.535132597,16.39491553,28.85511681,28.46789077,94.89594084,7.44
16-07-2000,17.71741609,8.160083149,19.13594136,31.58043829,30.74502231,83.06644729,7.69
17-07-2000,35.70229792,12.20458284,20.09561279,33.05537695,25.55818154,97.68746303,8.1
18-07-2000,27.58210551,13.7972951,18.85200408,35.75383075,32.36689211,89.4026076,8.25
19-07-2000,41.92732466,11.42709008,20.15853617,40.06664552,26.45498435,98.06216614,10.74
20-07-2000,37.65222885,11.64729605,21.83774026,39.82417922,24.49252054,85.34007839,9.55
21-07-2000,24.57750766,8.631641219,20.96962288,26.55699757,27.71041443,100,6.43
22-07-2000,34.05386222,8.9014695,19.58750521,38.3158434,26.86819155,99.01383007,9.93
23-07-2000,27.09241046,5.101716689,18.46508096,23.80145438,28.35627562,91.53703494,5.54
24-07-2000,22.66264341,3.909796177,19.01755572,23.04744423,30.83382417,92.96110149,5.83
25-07-2000,36.12844959,10.12804066,20.98485732,37.55402974,30.13470893,86.96695915,9.11
26-07-2000,32.24349267,5.461991355,23.51596784,40.46070162,23.58132238,89.41886467,10.1
27-07-2000,23.96793223,12.92395393,19.36750875,32.45456867,25.31215309,94.33490232,8.09
28-07-2000,32.58650142,8.328680012,23.09237786,30.87933627,28.80816019,99.39899749,7.67
29-07-2000,36.20375229,6.340395101,18.11773612,28.44112672,29.07744874,92.02772754,7.1
30-07-2000,31.19453312,8.798731042,22.4771675,20.87478509,22.95779607,98.33447258,5.09
31-07-2000,35.28632727,8.501772352,23.90322781,25.79158117,32.17144163,94.1983014,6.24
01-08-2000,36.75219711,10.46842631,18.81502107,36.69279951,26.91115938,95.27055476,9.3
02-08-2000,32.34715706,8.012199178,16.96430533,37.57324422,22.85614248,86.51193895,9.53
03-08-2000,34.59363597,10.07979447,20.20157262,33.58642388,34.36855976,88.30784009,8.44
04-08-2000,26.43392058,9.08461896,22.88766258,30.15360439,29.07286865,95.81665509,7.52
05-08-2000,31.97164583,11.59216761,22.11264506,34.83571838,28.94257255,100,8.08
06-08-2000,30.44475582,13.52184719,15.26022218,35.75190291,28.25869689,91.50143292,8.99
07-08-2000,32.23986069,6.799123573,15.63353638,32.23091271,26.76319096,81.24906047,8.06
08-08-2000,21.1137791,11.02281438,20.29902307,34.04724331,29.8943828,88.93460736,8.17
09-08-2000,39.56609012,9.440069838,11.83368253,30.62215356,30.48779071,77.18399738,7.39
10-08-2000,25.7636672,10.00317998,15.88186181,42.87695567,26.0292635,100,10.71
11-08-2000,28.49277497,11.66504975,16.59532591,30.21288264,28.84398145,72.77638451,7.09
12-08-2000,35.73706229,10.42143643,17.29717939,35.00298523,27.83019158,100,8.43
13-08-2000,25.05777949,10.23882196,15.43677649,30.96630606,30.45781308,80.68010818,7.72
14-08-2000,26.04146763,7.158158278,19.74891304,34.53047697,34.34890143,85.71047271,8.14
15-08-2000,33.27121192,5.044040031,18.36929547,32.9961775,29.26437447,89.30390192,8.62
16-08-2000,26.06893458,9.283729425,18.79873379,26.91250445,32.72485393,100,6.84
17-08-2000,29.5276379,13.53013556,17.20134877,33.29667076,23.15958523,74.36992656,8.19
18-08-2000,29.01291803,6.690528098,17.55596415,33.36107463,27.94317024,86.80014934,8.06
19-08-2000,41.94532884,9.531936238,15.11326222,35.56521239,29.90136843,74.5681909,8.67
20-08-2000,29.91807306,10.29684933,13.84618528,25.33121394,32.71244707,78.04274592,6.6
21-08-2000,26.9439321,8.391743803,12.4287181,20.59756365,24.06391698,100,5.34
22-08-2000,29.75966494,8.290782799,20.4879827,33.73221728,30.14413715,100,8.29
23-08-2000,26.2617893,8.49955547,17.68090569,32.99049425,22.20673444,77.79068573,8.03
24-08-2000,25.35196666,7.424752081,17.85314645,38.74214236,23.5085277,83.61032339,9.79
25-08-2000,35.79898071,8.233282042,15.26638708,38.22074281,27.09314759,82.47543981,9.38
26-08-2000,29.66296151,11.49007086,17.88176183,39.70178661,26.47228557,100,9.71
27-08-2000,35.17752954,10.97033837,15.70093785,39.33549894,27.41937835,93.38842234,9.58
28-08-2000,26.23645428,8.048152882,20.31777118,31.43887362,28.48443119,74.97133001,7.36
29-08-2000,35.5727797,9.276461857,18.84533142,29.77438349,28.39388154,84.87172379,7.2
30-08-2000,27.25243326,12.13033496,21.76032174,28.34952875,31.342787,90.9582574,7.53
31-08-2000,28.21536185,7.616942004,18.5563372,28.07374732,32.72927358,74.86876261,7.47
01-09-2000,45.24639819,11.67918928,24.11874231,38.57632242,22.39932864,100,9.36
02-09-2000,21.81326718,11.2084154,16.74887934,35.68983843,32.45129442,76.17677603,8.01
03-09-2000,24.74785384,10.37658847,15.9985215,33.84079327,24.44863092,90.15537453,8.25
04-09-2000,27.4363017,10.29018165,20.91045255,39.3891735,26.70112928,100,9.38
05-09-2000,31.31847712,10.13173657,19.39075349,38.3625746,29.05051568,76.75118048,9.39
06-09-2000,30.05983582,7.822486233,26.27723408,29.02693021,30.08749989,100,7.02
07-09-2000,27.22490636,12.5121898,18.41291083,39.34507439,23.79205779,84.75315315,9.09
08-09-2000,40.32775,11.67075492,13.94511906,37.6093979,27.95725265,85.2531589,9.8
09-09-2000,27.28703292,12.29906343,21.58473202,33.08622194,27.71838043,82.49176657,8.74
10-09-2000,29.10904943,6.170080291,20.54171553,35.75611192,26.27754267,76.37512159,8.03
11-09-2000,30.03944176,9.995138789,21.31305354,25.22271168,26.60213242,100,6.09
12-09-2000,27.57975629,8.862975893,17.25202468,36.45529544,28.872737,69.4846894,9.86
13-09-2000,29.88236962,9.32114855,14.21665636,38.40432024,24.0665889,81.32632092,9.86
14-09-2000,28.42656833,9.303316482,20.67284383,27.50474807,31.21181724,86.67606408,6.46
15-09-2000,35.2459966,8.195228545,23.58979843,26.23504538,27.68698183,84.73172894,6.07
16-09-2000,34.54344304,11.27126673,16.00361116,42.68384799,25.18481101,85.26927717,10.48
17-09-2000,23.51102174,6.456715723,18.29737515,35.4992013,26.18847541,100,8.7
18-09-2000,18.63415829,5.225224045,20.11799582,32.48881974,29.75788683,78.99296009,8.96
19-09-2000,26.56230257,11.58559181,17.04289339,23.97124944,31.55070534,85.97265094,5.9
20-09-2000,32.22084559,7.759706763,18.39114119,30.38779338,31.28363745,98.33266431,7.01
21-09-2000,36.37799996,8.279715599,20.26581423,32.57909494,35.99184902,99.59627775,8.41
22-09-2000,29.20283145,9.89245089,16.34702789,32.63938381,34.26341415,86.96326301,8.75
23-09-2000,25.25797956,5.896351256,20.69567362,25.41054146,24.58099011,82.11485712,6.76
24-09-2000,23.82775031,8.029971022,19.76703124,25.07341278,28.05575549,88.59760551,6.86
25-09-2000,35.40908713,11.22669951,17.38027181,40.51824251,25.47653352,77.81862819,10.66
26-09-2000,30.70896011,8.20957575,25.84227135,27.01700373,29.78077987,95.903053,6.86
27-09-2000,28.05819675,10.64055468,17.58419987,31.90645904,28.69730014,68.58709643,7.08
28-09-2000,26.01962089,10.68734413,20.00179279,38.130995,33.78815924,91.29267129,9.21
29-09-2000,25.29716558,13.31593064,15.05472358,28.212837,27.79665959,91.82795903,7.97
30-09-2000,36.68311257,5.325759979,26.8647684,34.11046124,26.53946595,75.90114065,8.81
01-10-2000,24.79095183,5.879084044,22.03608522,34.18191337,29.55359481,77.85327131,8.45
02-10-2000,32.93250999,10.65595627,18.26513576,30.78740825,30.75608189,71.7365143,7.08
03-10-2000,26.94052778,7.672783018,23.10468109,29.79069451,24.97655601,89.21900784,7.28
04-10-2000,29.23025928,9.179687289,16.8644733,34.44908917,30.59217139,94.98844887,8.32
05-10-2000,40.09066704,8.06269297,17.75081638,34.79577486,26.84751936,100,8.3
06-10-2000,37.74188061,12.35306499,21.11463907,36.42019805,23.38138764,100,9.22
07-10-2000,27.720552,6.869586242,19.85521417,43.37680592,31.01985426,79.4846632,10.34
08-10-2000,34.52177832,7.327178735,18.34579306,31.68426526,29.34331158,66.66333263,7.1
09-10-2000,29.16439711,10.26829348,18.91688555,41.94397113,26.56477135,70.64810533,10.69
10-10-2000,25.2532012,8.978790516,21.50218715,34.00411318,28.97658689,99.71868351,8.22
11-10-2000,30.05022668,7.403857552,20.73165938,31.56076442,24.06713339,90.44330232,7.86
12-10-2000,23.66270366,6.136789964,18.79618561,32.17658499,33.39071062,98.74892917,8.5
13-10-2000,27.87331277,8.232430101,22.69430346,35.13770248,31.09790536,100,8.05
14-10-2000,30.39585836,7.047871927,18.78158508,38.38218527,30.07234811,91.71011649,9.3
15-10-2000,36.94636601,10.56346756,17.07082995,41.40321926,27.50337299,90.82810747,10.26
16-10-2000,28.93217231,8.882501228,11.66080428,27.30141905,24.16707588,97.32847888,6.12
17-10-2000,38.51575717,10.80962842,19.45988568,36.88470836,24.58788222,88.58119299,9.62
18-10-2000,35.53431502,8.707178748,15.26600913,42.03047371,24.47146021,85.44757167,10.32
19-10-2000,28.41034353,9.835644464,18.58523197,38.20291251,28.07608724,83.53442395,9.02
20-10-2000,23.29667793,5.039005486,20.80902121,29.60685464,26.85104233,94.53704512,7.19
21-10-2000,29.07956327,6.717896651,15.59586967,31.11420557,29.45828619,87.2084542,7.47
22-10-2000,31.9916277,11.68328794,19.42401843,35.8531786,27.83075934,100,8.32
23-10-2000,26.03558032,9.111698773,15.19933526,35.27481016,29.04550859,74.81119573,8.9
24-10-2000,32.25908944,10.51646102,21.9393939,34.70999646,23.24423048,84.97177639,8.9
25-10-2000,33.81946586,10.20675912,19.03573337,36.63985215,29.9748307,92.48821939,9.74
